,text,cleaned,filtered
2328,"2327,""b""""@skiking69 you'd be best to speak to our app team for advice on that. they're available on 0333 202 1035 from 7am u\xe2\x80\xa6 https://t.co/vdyl4svkdz""""""","['2327,""b""""@skiking69', ""you'd"", 'be', 'best', 'to', 'speak', 'to', 'our', 'app', 'team', 'for', 'advice', 'on', 'that.', ""they're"", 'available', 'on', '0333', '202', '1035', 'from', '7am', 'u\\xe2\\x80\\xa6', 'https://t.co/vdyl4svkdz""""""']","['2327,""b""""@skiking69', 'best', 'speak', 'app', 'team', 'advice', 'that.', ""they're"", 'available', '0333', '202', '1035', '7am', 'u\\xe2\\x80\\xa6', 'https://t.co/vdyl4svkdz""""""']"
2329,"2328,""b""""@drakekin hi connor, if you can dm me your name, postcode and contact number i'll get in touch with the team to fin\xe2\x80\xa6 https://t.co/0tkelzv1t1""""""","['2328,""b""""@drakekin', 'hi', 'connor,', 'if', 'you', 'can', 'dm', 'me', 'your', 'name,', 'postcode', 'and', 'contact', 'number', ""i'll"", 'get', 'in', 'touch', 'with', 'the', 'team', 'to', 'fin\\xe2\\x80\\xa6', 'https://t.co/0tkelzv1t1""""""']","['2328,""b""""@drakekin', 'hi', 'connor,', 'dm', 'name,', 'postcode', 'contact', 'number', ""i'll"", 'get', 'touch', 'team', 'fin\\xe2\\x80\\xa6', 'https://t.co/0tkelzv1t1""""""']"
2330,"2329,""b""""@rachelen3 hi rachel, sorry you're unhappy. if you'd like to tell me more about what's happened just drop me a dm.\xe2\x80\xa6 https://t.co/dqq9dvrkie""""""","['2329,""b""""@rachelen3', 'hi', 'rachel,', 'sorry', ""you're"", 'unhappy.', 'if', ""you'd"", 'like', 'to', 'tell', 'me', 'more', 'about', ""what's"", 'happened', 'just', 'drop', 'me', 'a', 'dm.\\xe2\\x80\\xa6', 'https://t.co/dqq9dvrkie""""""']","['2329,""b""""@rachelen3', 'hi', 'rachel,', 'sorry', 'unhappy.', 'like', 'tell', ""what's"", 'happened', 'drop', 'dm.\\xe2\\x80\\xa6', 'https://t.co/dqq9dvrkie""""""']"
2331,"2330,""b""""@lordlethris sorry about that. i'll take a look now for you. thanks nicola""""""","['2330,""b""""@lordlethris', 'sorry', 'about', 'that.', ""i'll"", 'take', 'a', 'look', 'now', 'for', 'you.', 'thanks', 'nicola""""""']","['2330,""b""""@lordlethris', 'sorry', 'that.', ""i'll"", 'take', 'look', 'you.', 'thanks', 'nicola""""""']"
2332,"2331,""b""""@a_j_92 you'd need to speak to our disputes management team for advice on that. but take a look at this link for a\xe2\x80\xa6 https://t.co/uakuedlmja""""""","['2331,""b""""@a_j_92', ""you'd"", 'need', 'to', 'speak', 'to', 'our', 'disputes', 'management', 'team', 'for', 'advice', 'on', 'that.', 'but', 'take', 'a', 'look', 'at', 'this', 'link', 'for', 'a\\xe2\\x80\\xa6', 'https://t.co/uakuedlmja""""""']","['2331,""b""""@a_j_92', 'need', 'speak', 'disputes', 'management', 'team', 'advice', 'that.', 'take', 'look', 'link', 'a\\xe2\\x80\\xa6', 'https://t.co/uakuedlmja""""""']"
2333,"2332,""b""""@camassey hi chris, thanks for the message. i've looked and can't see any details of this error code, i would recom\xe2\x80\xa6 https://t.co/rlge4qomvm""""""","['2332,""b""""@camassey', 'hi', 'chris,', 'thanks', 'for', 'the', 'message.', ""i've"", 'looked', 'and', ""can't"", 'see', 'any', 'details', 'of', 'this', 'error', 'code,', 'i', 'would', 'recom\\xe2\\x80\\xa6', 'https://t.co/rlge4qomvm""""""']","['2332,""b""""@camassey', 'hi', 'chris,', 'thanks', 'message.', ""i've"", 'looked', ""can't"", 'see', 'details', 'error', 'code,', 'would', 'recom\\xe2\\x80\\xa6', 'https://t.co/rlge4qomvm""""""']"
2334,"2333,""b""""@lordlethris hey there, i'm very sorry to hear this, could you pop over to dm and let me know what has gone on so i\xe2\x80\xa6 https://t.co/slhdgw4d9z""""""","['2333,""b""""@lordlethris', 'hey', 'there,', ""i'm"", 'very', 'sorry', 'to', 'hear', 'this,', 'could', 'you', 'pop', 'over', 'to', 'dm', 'and', 'let', 'me', 'know', 'what', 'has', 'gone', 'on', 'so', 'i\\xe2\\x80\\xa6', 'https://t.co/slhdgw4d9z""""""']","['2333,""b""""@lordlethris', 'hey', 'there,', ""i'm"", 'sorry', 'hear', 'this,', 'could', 'pop', 'dm', 'let', 'know', 'gone', 'i\\xe2\\x80\\xa6', 'https://t.co/slhdgw4d9z""""""']"
2335,"2334,""b'@ambscritch_hair hey amber, we usually add offers at the start of each month so you would expect an offer to now be\xe2\x80\xa6 https://t.co/rzrkrjmmjf'""","['2334,""b\'@ambscritch_hair', 'hey', 'amber,', 'we', 'usually', 'add', 'offers', 'at', 'the', 'start', 'of', 'each', 'month', 'so', 'you', 'would', 'expect', 'an', 'offer', 'to', 'now', 'be\\xe2\\x80\\xa6', 'https://t.co/rzrkrjmmjf\'""']","['2334,""b\'@ambscritch_hair', 'hey', 'amber,', 'usually', 'add', 'offers', 'start', 'month', 'would', 'expect', 'offer', 'be\\xe2\\x80\\xa6', 'https://t.co/rzrkrjmmjf\'""']"
2336,"2335,""b'@adamlongley sorry to hear that, can you dm me more details of the problem please? thanks, dean. https://t.co/mpqb4etryv'""","['2335,""b\'@adamlongley', 'sorry', 'to', 'hear', 'that,', 'can', 'you', 'dm', 'me', 'more', 'details', 'of', 'the', 'problem', 'please?', 'thanks,', 'dean.', 'https://t.co/mpqb4etryv\'""']","['2335,""b\'@adamlongley', 'sorry', 'hear', 'that,', 'dm', 'details', 'problem', 'please?', 'thanks,', 'dean.', 'https://t.co/mpqb4etryv\'""']"
2337,"2336,""b'@adamlongley hi adam, do you have a complaint already logged or are you needing to log a case with us? thanks, dean.'""","['2336,""b\'@adamlongley', 'hi', 'adam,', 'do', 'you', 'have', 'a', 'complaint', 'already', 'logged', 'or', 'are', 'you', 'needing', 'to', 'log', 'a', 'case', 'with', 'us?', 'thanks,', 'dean.\'""']","['2336,""b\'@adamlongley', 'hi', 'adam,', 'complaint', 'already', 'logged', 'needing', 'log', 'case', 'us?', 'thanks,', 'dean.\'""']"
2338,"2337,""b""""@sawbo83 hey jonathan, the team have confirmed if you can give them a call on 0800 161 5300 they'll be able to get\xe2\x80\xa6 https://t.co/lcrdemu6uq""""""","['2337,""b""""@sawbo83', 'hey', 'jonathan,', 'the', 'team', 'have', 'confirmed', 'if', 'you', 'can', 'give', 'them', 'a', 'call', 'on', '0800', '161', '5300', ""they'll"", 'be', 'able', 'to', 'get\\xe2\\x80\\xa6', 'https://t.co/lcrdemu6uq""""""']","['2337,""b""""@sawbo83', 'hey', 'jonathan,', 'team', 'confirmed', 'give', 'call', '0800', '161', '5300', ""they'll"", 'able', 'get\\xe2\\x80\\xa6', 'https://t.co/lcrdemu6uq""""""']"
2339,"2338,""b'@sawbo83 hi jonathan, still had no update from the team but i will give them a call when they open to find out what\xe2\x80\xa6 https://t.co/vc00l1cqxz'""","['2338,""b\'@sawbo83', 'hi', 'jonathan,', 'still', 'had', 'no', 'update', 'from', 'the', 'team', 'but', 'i', 'will', 'give', 'them', 'a', 'call', 'when', 'they', 'open', 'to', 'find', 'out', 'what\\xe2\\x80\\xa6', 'https://t.co/vc00l1cqxz\'""']","['2338,""b\'@sawbo83', 'hi', 'jonathan,', 'still', 'update', 'team', 'give', 'call', 'open', 'find', 'what\\xe2\\x80\\xa6', 'https://t.co/vc00l1cqxz\'""']"
2340,"2339,""b""""@livmitchell10 ah we wouldn't send confirmation of receipt. but you can check the progress of the claim, by calling\xe2\x80\xa6 https://t.co/4r1s2exzjd""""""","['2339,""b""""@livmitchell10', 'ah', 'we', ""wouldn't"", 'send', 'confirmation', 'of', 'receipt.', 'but', 'you', 'can', 'check', 'the', 'progress', 'of', 'the', 'claim,', 'by', 'calling\\xe2\\x80\\xa6', 'https://t.co/4r1s2exzjd""""""']","['2339,""b""""@livmitchell10', 'ah', 'send', 'confirmation', 'receipt.', 'check', 'progress', 'claim,', 'calling\\xe2\\x80\\xa6', 'https://t.co/4r1s2exzjd""""""']"
2341,"2340,""b'@ben_rowberry hi ben, thanks for getting in touch. this should be fine. just to clarify is the balance currently on\xe2\x80\xa6 https://t.co/jw36qwsbjt'""","['2340,""b\'@ben_rowberry', 'hi', 'ben,', 'thanks', 'for', 'getting', 'in', 'touch.', 'this', 'should', 'be', 'fine.', 'just', 'to', 'clarify', 'is', 'the', 'balance', 'currently', 'on\\xe2\\x80\\xa6', 'https://t.co/jw36qwsbjt\'""']","['2340,""b\'@ben_rowberry', 'hi', 'ben,', 'thanks', 'getting', 'touch.', 'fine.', 'clarify', 'balance', 'currently', 'on\\xe2\\x80\\xa6', 'https://t.co/jw36qwsbjt\'""']"
2342,"2341,""b'@costellopalooza apologies about this, if you pop through to dm, using the link below, and confirm the full name an\xe2\x80\xa6 https://t.co/zkcbq2yqgg'""","['2341,""b\'@costellopalooza', 'apologies', 'about', 'this,', 'if', 'you', 'pop', 'through', 'to', 'dm,', 'using', 'the', 'link', 'below,', 'and', 'confirm', 'the', 'full', 'name', 'an\\xe2\\x80\\xa6', 'https://t.co/zkcbq2yqgg\'""']","['2341,""b\'@costellopalooza', 'apologies', 'this,', 'pop', 'dm,', 'using', 'link', 'below,', 'confirm', 'full', 'name', 'an\\xe2\\x80\\xa6', 'https://t.co/zkcbq2yqgg\'""']"
2343,"2342,""b""""@jessicaaatadros i am sorry about the delay in getting back to you jessica, we've been a tad busier than usual. we\xe2\x80\xa6 https://t.co/ump06r4wyx""""""","['2342,""b""""@jessicaaatadros', 'i', 'am', 'sorry', 'about', 'the', 'delay', 'in', 'getting', 'back', 'to', 'you', 'jessica,', ""we've"", 'been', 'a', 'tad', 'busier', 'than', 'usual.', 'we\\xe2\\x80\\xa6', 'https://t.co/ump06r4wyx""""""']","['2342,""b""""@jessicaaatadros', 'sorry', 'delay', 'getting', 'back', 'jessica,', ""we've"", 'tad', 'busier', 'usual.', 'we\\xe2\\x80\\xa6', 'https://t.co/ump06r4wyx""""""']"
2344,"2343,""b'@stampy_24 hi there, thanks for getting in touch, there are no mass issues reported to us. it sounds like it may be\xe2\x80\xa6 https://t.co/8etrg6dtlt'""","['2343,""b\'@stampy_24', 'hi', 'there,', 'thanks', 'for', 'getting', 'in', 'touch,', 'there', 'are', 'no', 'mass', 'issues', 'reported', 'to', 'us.', 'it', 'sounds', 'like', 'it', 'may', 'be\\xe2\\x80\\xa6', 'https://t.co/8etrg6dtlt\'""']","['2343,""b\'@stampy_24', 'hi', 'there,', 'thanks', 'getting', 'touch,', 'mass', 'issues', 'reported', 'us.', 'sounds', 'like', 'may', 'be\\xe2\\x80\\xa6', 'https://t.co/8etrg6dtlt\'""']"
2345,"2344,""b'@costellopalooza hi costello, thanks for getting in touch. have you returned the mail back to us, with not at this\xe2\x80\xa6 https://t.co/6aaz1xr2l8'""","['2344,""b\'@costellopalooza', 'hi', 'costello,', 'thanks', 'for', 'getting', 'in', 'touch.', 'have', 'you', 'returned', 'the', 'mail', 'back', 'to', 'us,', 'with', 'not', 'at', 'this\\xe2\\x80\\xa6', 'https://t.co/6aaz1xr2l8\'""']","['2344,""b\'@costellopalooza', 'hi', 'costello,', 'thanks', 'getting', 'touch.', 'returned', 'mail', 'back', 'us,', 'this\\xe2\\x80\\xa6', 'https://t.co/6aaz1xr2l8\'""']"
2346,"2345,""b""""@michael_beecham hey michael, i'm sorry to hear this, could you pop over to dm and let me know what has been happen\xe2\x80\xa6 https://t.co/a1mdxtikxv""""""","['2345,""b""""@michael_beecham', 'hey', 'michael,', ""i'm"", 'sorry', 'to', 'hear', 'this,', 'could', 'you', 'pop', 'over', 'to', 'dm', 'and', 'let', 'me', 'know', 'what', 'has', 'been', 'happen\\xe2\\x80\\xa6', 'https://t.co/a1mdxtikxv""""""']","['2345,""b""""@michael_beecham', 'hey', 'michael,', ""i'm"", 'sorry', 'hear', 'this,', 'could', 'pop', 'dm', 'let', 'know', 'happen\\xe2\\x80\\xa6', 'https://t.co/a1mdxtikxv""""""']"
2347,"2346,""b""""@jessicaaatadros ah i'm sorry to hear this, when did you complete your application? \n\n- brogan""""""","['2346,""b""""@jessicaaatadros', 'ah', ""i'm"", 'sorry', 'to', 'hear', 'this,', 'when', 'did', 'you', 'complete', 'your', 'application?', '\\n\\n-', 'brogan""""""']","['2346,""b""""@jessicaaatadros', 'ah', ""i'm"", 'sorry', 'hear', 'this,', 'complete', 'application?', '\\n\\n-', 'brogan""""""']"
2348,"2347,""b'@jessicaaatadros hey jessica, how can we help? \n\n- brogan'""","['2347,""b\'@jessicaaatadros', 'hey', 'jessica,', 'how', 'can', 'we', 'help?', '\\n\\n-', 'brogan\'""']","['2347,""b\'@jessicaaatadros', 'hey', 'jessica,', 'help?', '\\n\\n-', 'brogan\'""']"
2349,"2348,""b""""@grumpyoldman55 thanks for letting me know a bit more about what's happened, i'm really sorry to hear that you were\xe2\x80\xa6 https://t.co/qiymafrsc7""""""","['2348,""b""""@grumpyoldman55', 'thanks', 'for', 'letting', 'me', 'know', 'a', 'bit', 'more', 'about', ""what's"", 'happened,', ""i'm"", 'really', 'sorry', 'to', 'hear', 'that', 'you', 'were\\xe2\\x80\\xa6', 'https://t.co/qiymafrsc7""""""']","['2348,""b""""@grumpyoldman55', 'thanks', 'letting', 'know', 'bit', ""what's"", 'happened,', ""i'm"", 'really', 'sorry', 'hear', 'were\\xe2\\x80\\xa6', 'https://t.co/qiymafrsc7""""""']"
2350,"2349,""b""""@gallivantgirl you can authorise the registration at a uk barclays atm, anastasia. i'm sorry your pinsentry hasn't\xe2\x80\xa6 https://t.co/alewm9qi4z""""""","['2349,""b""""@gallivantgirl', 'you', 'can', 'authorise', 'the', 'registration', 'at', 'a', 'uk', 'barclays', 'atm,', 'anastasia.', ""i'm"", 'sorry', 'your', 'pinsentry', ""hasn't\\xe2\\x80\\xa6"", 'https://t.co/alewm9qi4z""""""']","['2349,""b""""@gallivantgirl', 'authorise', 'registration', 'uk', 'barclays', 'atm,', 'anastasia.', ""i'm"", 'sorry', 'pinsentry', ""hasn't\\xe2\\x80\\xa6"", 'https://t.co/alewm9qi4z""""""']"
2351,"2350,""b""""@grumpyoldman55 hi there, i'm sorry to hear about this. can i ask the reason you were trying to speak with us? i'd\xe2\x80\xa6 https://t.co/git2oqwaxc""""""","['2350,""b""""@grumpyoldman55', 'hi', 'there,', ""i'm"", 'sorry', 'to', 'hear', 'about', 'this.', 'can', 'i', 'ask', 'the', 'reason', 'you', 'were', 'trying', 'to', 'speak', 'with', 'us?', ""i'd\\xe2\\x80\\xa6"", 'https://t.co/git2oqwaxc""""""']","['2350,""b""""@grumpyoldman55', 'hi', 'there,', ""i'm"", 'sorry', 'hear', 'this.', 'ask', 'reason', 'trying', 'speak', 'us?', ""i'd\\xe2\\x80\\xa6"", 'https://t.co/git2oqwaxc""""""']"
2352,"2351,""b""""@jmdarley thank you for letting me know. i'd recommend you give the app team a quick call about this, james.their n\xe2\x80\xa6 https://t.co/fgvqjxb3af""""""","['2351,""b""""@jmdarley', 'thank', 'you', 'for', 'letting', 'me', 'know.', ""i'd"", 'recommend', 'you', 'give', 'the', 'app', 'team', 'a', 'quick', 'call', 'about', 'this,', 'james.their', 'n\\xe2\\x80\\xa6', 'https://t.co/fgvqjxb3af""""""']","['2351,""b""""@jmdarley', 'thank', 'letting', 'know.', ""i'd"", 'recommend', 'give', 'app', 'team', 'quick', 'call', 'this,', 'james.their', 'n\\xe2\\x80\\xa6', 'https://t.co/fgvqjxb3af""""""']"
2353,"2352,""b'@chris2powers ah chris, it\xe2\x80\x99s never nice when something like this happens but we\xe2\x80\x99ve always got your back! \xf0\x9f\xa4\x9c\xf0\x9f\xa4\x9b if ther\xe2\x80\xa6 https://t.co/xxc5zs4x0d'""","['2352,""b\'@chris2powers', 'ah', 'chris,', 'it\\xe2\\x80\\x99s', 'never', 'nice', 'when', 'something', 'like', 'this', 'happens', 'but', 'we\\xe2\\x80\\x99ve', 'always', 'got', 'your', 'back!', '\\xf0\\x9f\\xa4\\x9c\\xf0\\x9f\\xa4\\x9b', 'if', 'ther\\xe2\\x80\\xa6', 'https://t.co/xxc5zs4x0d\'""']","['2352,""b\'@chris2powers', 'ah', 'chris,', 'it\\xe2\\x80\\x99s', 'never', 'nice', 'something', 'like', 'happens', 'we\\xe2\\x80\\x99ve', 'always', 'got', 'back!', '\\xf0\\x9f\\xa4\\x9c\\xf0\\x9f\\xa4\\x9b', 'ther\\xe2\\x80\\xa6', 'https://t.co/xxc5zs4x0d\'""']"
2354,"2353,""b""""@jmdarley hello james, oh no this doesn't sound good. i'm going to be honest here, but i can't say we've had this o\xe2\x80\xa6 https://t.co/mddbpthxbc""""""","['2353,""b""""@jmdarley', 'hello', 'james,', 'oh', 'no', 'this', ""doesn't"", 'sound', 'good.', ""i'm"", 'going', 'to', 'be', 'honest', 'here,', 'but', 'i', ""can't"", 'say', ""we've"", 'had', 'this', 'o\\xe2\\x80\\xa6', 'https://t.co/mddbpthxbc""""""']","['2353,""b""""@jmdarley', 'hello', 'james,', 'oh', 'sound', 'good.', ""i'm"", 'going', 'honest', 'here,', ""can't"", 'say', ""we've"", 'o\\xe2\\x80\\xa6', 'https://t.co/mddbpthxbc""""""']"
2355,"2354,""b'@jenkmart11111 hiya jen, thanks for dropping by :) are you a barclays customer? feel free to pop into dm and let me\xe2\x80\xa6 https://t.co/r3pxchpkzm'""","['2354,""b\'@jenkmart11111', 'hiya', 'jen,', 'thanks', 'for', 'dropping', 'by', ':)', 'are', 'you', 'a', 'barclays', 'customer?', 'feel', 'free', 'to', 'pop', 'into', 'dm', 'and', 'let', 'me\\xe2\\x80\\xa6', 'https://t.co/r3pxchpkzm\'""']","['2354,""b\'@jenkmart11111', 'hiya', 'jen,', 'thanks', 'dropping', ':)', 'barclays', 'customer?', 'feel', 'free', 'pop', 'dm', 'let', 'me\\xe2\\x80\\xa6', 'https://t.co/r3pxchpkzm\'""']"
2356,"2355,b'@cjharrisonn we\xe2\x80\x99ll need to check out what\xe2\x80\x99s happening here. if you can give our team a call on 08001510900 (open 24\xe2\x80\xa6 https://t.co/u2lnxxozei'","[""2355,b'@cjharrisonn"", 'we\\xe2\\x80\\x99ll', 'need', 'to', 'check', 'out', 'what\\xe2\\x80\\x99s', 'happening', 'here.', 'if', 'you', 'can', 'give', 'our', 'team', 'a', 'call', 'on', '08001510900', '(open', '24\\xe2\\x80\\xa6', ""https://t.co/u2lnxxozei'""]","[""2355,b'@cjharrisonn"", 'we\\xe2\\x80\\x99ll', 'need', 'check', 'what\\xe2\\x80\\x99s', 'happening', 'here.', 'give', 'team', 'call', '08001510900', '(open', '24\\xe2\\x80\\xa6', ""https://t.co/u2lnxxozei'""]"
2357,"2356,""b""""@super_smith777 hi there, thanks for dropping by. i'm sorry you don't like our contactless mobile feature :( we've\xe2\x80\xa6 https://t.co/ro15qiyjsy""""""","['2356,""b""""@super_smith777', 'hi', 'there,', 'thanks', 'for', 'dropping', 'by.', ""i'm"", 'sorry', 'you', ""don't"", 'like', 'our', 'contactless', 'mobile', 'feature', ':(', ""we've\\xe2\\x80\\xa6"", 'https://t.co/ro15qiyjsy""""""']","['2356,""b""""@super_smith777', 'hi', 'there,', 'thanks', 'dropping', 'by.', ""i'm"", 'sorry', 'like', 'contactless', 'mobile', 'feature', ':(', ""we've\\xe2\\x80\\xa6"", 'https://t.co/ro15qiyjsy""""""']"
2358,"2357,""b'@_nicolesteward hi nicole! happy days! pleased this was sorted nice and quickly for you, nicole. have a great weekend. amiee'""","['2357,""b\'@_nicolesteward', 'hi', 'nicole!', 'happy', 'days!', 'pleased', 'this', 'was', 'sorted', 'nice', 'and', 'quickly', 'for', 'you,', 'nicole.', 'have', 'a', 'great', 'weekend.', 'amiee\'""']","['2357,""b\'@_nicolesteward', 'hi', 'nicole!', 'happy', 'days!', 'pleased', 'sorted', 'nice', 'quickly', 'you,', 'nicole.', 'great', 'weekend.', 'amiee\'""']"
2359,"2358,""b'@cjharrisonn thanks for confirming this callum, as long as you\'re using the correct pin and selecting """"response"""" th\xe2\x80\xa6 https://t.co/v1tyenictq'""","['2358,""b\'@cjharrisonn', 'thanks', 'for', 'confirming', 'this', 'callum,', 'as', 'long', 'as', ""you\\'re"", 'using', 'the', 'correct', 'pin', 'and', 'selecting', '""""response""""', 'th\\xe2\\x80\\xa6', 'https://t.co/v1tyenictq\'""']","['2358,""b\'@cjharrisonn', 'thanks', 'confirming', 'callum,', 'long', ""you\\'re"", 'using', 'correct', 'pin', 'selecting', '""""response""""', 'th\\xe2\\x80\\xa6', 'https://t.co/v1tyenictq\'""']"
2360,"2359,""b""""@cjharrisonn i know it might sound basic callum, but can i just make sure that you're clicking the 'respond' key wh\xe2\x80\xa6 https://t.co/e1flswyaxa""""""","['2359,""b""""@cjharrisonn', 'i', 'know', 'it', 'might', 'sound', 'basic', 'callum,', 'but', 'can', 'i', 'just', 'make', 'sure', 'that', ""you're"", 'clicking', 'the', ""'respond'"", 'key', 'wh\\xe2\\x80\\xa6', 'https://t.co/e1flswyaxa""""""']","['2359,""b""""@cjharrisonn', 'know', 'might', 'sound', 'basic', 'callum,', 'make', 'sure', 'clicking', ""'respond'"", 'key', 'wh\\xe2\\x80\\xa6', 'https://t.co/e1flswyaxa""""""']"
2361,"2360,""b""""@daveboa just go to 'more', then 'settings', and tap on 'app log-out time'. you can set this up to two minutes, mea\xe2\x80\xa6 https://t.co/t4aqecrlro""""""","['2360,""b""""@daveboa', 'just', 'go', 'to', ""'more',"", 'then', ""'settings',"", 'and', 'tap', 'on', ""'app"", 'log-out', ""time'."", 'you', 'can', 'set', 'this', 'up', 'to', 'two', 'minutes,', 'mea\\xe2\\x80\\xa6', 'https://t.co/t4aqecrlro""""""']","['2360,""b""""@daveboa', 'go', ""'more',"", ""'settings',"", 'tap', ""'app"", 'log-out', ""time'."", 'set', 'two', 'minutes,', 'mea\\xe2\\x80\\xa6', 'https://t.co/t4aqecrlro""""""']"
2362,"2361,""b""""@daveboa hi again dave, sorry that you're still having some trouble :( the text usually comes from your bank as par\xe2\x80\xa6 https://t.co/6m3ij4huya""""""","['2361,""b""""@daveboa', 'hi', 'again', 'dave,', 'sorry', 'that', ""you're"", 'still', 'having', 'some', 'trouble', ':(', 'the', 'text', 'usually', 'comes', 'from', 'your', 'bank', 'as', 'par\\xe2\\x80\\xa6', 'https://t.co/6m3ij4huya""""""']","['2361,""b""""@daveboa', 'hi', 'dave,', 'sorry', 'still', 'trouble', ':(', 'text', 'usually', 'comes', 'bank', 'par\\xe2\\x80\\xa6', 'https://t.co/6m3ij4huya""""""']"
