,text
2568,b'@crustyano in that case i have sent you a  link that shows you all of the ways in which you can still make your mon\xe2\x80\xa6 https://t.co/xqhopvpwdl'
2569,"b""@kkendal9 ah i'm glad to hear it's solved now. let me know if you'd like us to log your dissatisfaction formally an\xe2\x80\xa6 https://t.co/pkoqiilp8g"""
2570,"b'@kkendal9 sorry for any confusion kendal, i appreciate you contacted us the other day about purchase offers. this i\xe2\x80\xa6 https://t.co/drujdviqgx'"
2571,"b'@10thedon hey don, once a statement is generate it can take around 48 working hours to show online :) brogan'"
2572,b'@stuartallenfcmi ah thank you stuart. have lovely evening. :-) thanks nicola'
2573,b'\xe2\x9a\xa0\xef\xb8\x8f we\xe2\x80\x99ll be working on our app tonight from 23:30 during which time you won\xe2\x80\x99t be able to view or manage your accoun\xe2\x80\xa6 https://t.co/dvwe7o6340'
2574,"b""@social_minima hi there, i'll pass that on to the team so they can look into that for you. thanks nicola"""
2575,"b""@stuartallenfcmi hi stuart, that's not great to hear. if you'd like to pop over to dm i'll see how i can help. than\xe2\x80\xa6 https://t.co/zh78i6iyyy"""
2576,"b""@kkendal9 you'd then see on each statement what the balance of your promotional rate is and when it ends. if you'd\xe2\x80\xa6 https://t.co/dva6u6vzbc"""
2577,"b""@kkendal9 hi kendal, sorry you feel that way. just to let you know you'd not be able to see any purchase offers sho\xe2\x80\xa6 https://t.co/orfrpssr7k"""
2578,"b""@charles_uk some mailings will still be sent as required by our regulators, these should be rare though. we'd advis\xe2\x80\xa6 https://t.co/pjlkbpnfzo"""
2579,"b""@charles_uk hi charles, once we're notified of a customer leaving an address we hold for them we ensure a marker is\xe2\x80\xa6 https://t.co/zplhetxqsz"""
2580,"b""@rhyde5 hi there, i'll pass your feedback on to the team regarding the information not being clear prior to claimin\xe2\x80\xa6 https://t.co/7qfttyvzcb"""
2581,"b""@kingben1984 i'm not aware of the upgrade ben, it may be one department that is affected hence no information onlin\xe2\x80\xa6 https://t.co/tjywholwii"""
2582,"b""@olberry01 that's good then oliver :-) happy holiday in january to you. thanks nicola"""
2583,"b""@jackhodkinson i've replied to your dm jack. thanks nicola"""
2584,"b""@msdebbieholt hi debbie, you'd need to get in touch with our disputes mangement team to discuss that. the team can\xe2\x80\xa6 https://t.co/a0ybzslway"""
2585,"b""@lisaaindow hi lisa, you'd need to contact our disputes management team on  0800 161 5291 or log in to your online\xe2\x80\xa6 https://t.co/dovlva85wv"""
2586,"b'@gallivantgirl hi anastasia, it\xe2\x80\x99s great to hear you\xe2\x80\x99ve love our app! pinsentry authentication has been brought in a\xe2\x80\xa6 https://t.co/82ghhhvotf'"
2587,"b""@rhyde5 good morning, sorry to hear you've been impacted by the situation with thomas cook. any package holidays wi\xe2\x80\xa6 https://t.co/wc2ofyht9j"""
2588,b'@jcdelgado16 hi juan. our friends over @askbarclaysus can help you further. they\xe2\x80\x99re available monday to friday 9am-5pm est. nicola'
2589,"b'@jimdharris sorry about this, jim. thanks for your feedback regarding the app. i\xe2\x80\x99m glad to hear it\xe2\x80\x99s all sorted for you now. nicola l'"
2590,"b'@sofa_stories thanks. your credit score is updated once a month, so depending on when the last update was given and\xe2\x80\xa6 https://t.co/wqh3e2mtie'"
2591,"b'@jenniemsinclair hi jennie. sorry you feel this way. we can give guidance via social media, but due to security res\xe2\x80\xa6 https://t.co/zm7jhanu61'"
2592,"b""@littlesproutsuk fantastic picture of some wonderful people. i've shared this with them, glad you all had a great day. thanks nicola"""
2593,"b""@sjhodgson94 2/2 if you'd like to discuss it further you can call the applications team on 0800 161 5286, they're a\xe2\x80\xa6 https://t.co/zygyttbgvm"""
2594,"b'@sjhodgson94 hi sarah, please try this link to see if this one works any better for you https://t.co/qpduir3arm . i\xe2\x80\xa6 https://t.co/14cnaelfj7'"
2595,"b""@ravi_mal we decided to just reach out to those customer's who were impacted on this occasion. but always worth che\xe2\x80\xa6 https://t.co/mwqv9btzw1"""
2596,"b'@ravi_mal hi there, sorry about the issue. we have sent the sms today regarding this issue. if you need further hel\xe2\x80\xa6 https://t.co/zjqnw6jwur'"
2597,"b""@nerdymedic hey mat. great question that i'm sure that our friends @askbarclaysus can help you with, they're open m\xe2\x80\xa6 https://t.co/wc3jxcc0ei"""
2598,"b'@andrewsmith265 hey andy. sorry about that, unfortunately we are not trained in disputes here on the social media t\xe2\x80\xa6 https://t.co/asa7giymfn'"
2599,b'@sofa_stories @experian_uk @clearscore hi sofa. when exactly did you make your payment to us? - dan'
2600,"b'@mattflack4 hey matt, thanks for reaching out to us, we are hoping to change this moving forward so thanks for the feedback. - dan'"
2601,"b""@kaiiiiaaq ah you're very welcome kashif. have a wonderful afternoon. :-) thanks nicola"""
2602,"b""@gina1_x ok georgina. i'm just waiting for another team to email me and then i'll drop you a dm to confirm what's happening. thanks nicola"""
2603,b'@chalkychap any more niggles you notice please let us know andy so we can share them with our development team. :-) thanks nicola'
2604,"b""@jimdharris hi jim, that's strange that you can't activate this online. i've sent you a link here that explains how\xe2\x80\xa6 https://t.co/dzrug1jluu"""
2605,"b'@giovanniluperti hi giovanni, @bcardbusiness will be happy to help should you need it. thanks nicola'"
2606,"b""@hj_fitt morning hayley, i'm sorry to hear this if you pop over to dm i'll be able to give a little more informatio\xe2\x80\xa6 https://t.co/otdcwiyowz"""
2607,"b""@gina1_x hi georgina, i'll take a look and be in touch. thanks nicola"""
2608,"b'@bri__m hi brian, sorry about this can you pop over to dm for me so i can get some more details.  - dan'"
2609,"b""@tower0039 that's what i like to hear mark, have a top day. - dan"""
2610,"b'@martin_payne okay martin, you would need to post this back to us as it needs to be sent internally in the mail, th\xe2\x80\xa6 https://t.co/oraxulosyj'"
2611,b'@carrieskinner morning carrie. apologies there was an issue last night but this should be fixed again now and your\xe2\x80\xa6 https://t.co/k3z9zt3ivr'
2612,"b'@tower0039 hi mark, thanks for your tweet, sorry for the delay in getting to you. are you still getting this error? ashleigh'"
2613,"b""@stidstock hi claire. i'm sorry to hear about your experience with the disputes team. i can see from your twitter p\xe2\x80\xa6 https://t.co/s0r9oozlsg"""
2614,"b""@hellofromhut hey lynn, thanks for your tweet. could you pop over to dm for me and we'll go through what can be done? ashleigh"""
2615,b'@annawright505 i am sorry you were disconnected. was it the disputes team who were due to call you back? did you tr\xe2\x80\xa6 https://t.co/77wlteb3em'
2616,"b""@gina1_x hi georgina. i am sorry to hear you've had more fraud! did we cancel your card when you notified us of the\xe2\x80\xa6 https://t.co/wskws5zroh"""
2617,b'@jimdharris you can activate the card by logging into the web site too. have you tried that at all? andy.'
2618,"b""@galaxy0535 i'm sure our friends will be able to help you with this, you can tweet them here - @askbarclaysus monda\xe2\x80\xa6 https://t.co/q2aawemigl"""
2619,"b""@sarahjaneh19 ok, i'll email the team to find out more. thanks nicola"""
2620,"b""@sarahjaneh19 at what point did the error occur sarah-jane? and did the team ensure you're using the most up to dat\xe2\x80\xa6 https://t.co/0ldskuecdj"""
2621,"b'@sarahjaneh19 hi sarah-jane, what issue are you facing with the app? thanks nicola'"
2622,b'@786_khan_123 hey there. it can differ from product to product. if you check this link you can find out more:\xe2\x80\xa6 https://t.co/utkbly2bnn'
2623,"b""@mb8y hi mitch, you can log in online and send the team a secure message. or if you don't have an online account dm\xe2\x80\xa6 https://t.co/7c0vdb8rcc"""
2624,"b""@jimdharris if you've already got the barclays app you'd not need to download the barclaycard one jim. your barclay\xe2\x80\xa6 https://t.co/l4er4eslod"""
2625,"b""@mrbotswana hi there alex, sorry to hear that you're having trouble getting through to us! the team will answer you\xe2\x80\xa6 https://t.co/8lwjmaoky1"""
2626,"b""@sandeepsays sorry sandeep, i've replied to your dm now. thanks nicola"""
2627,"b""@morgandoods i'm really sorry for the wait anna. i'm afraid i couldn't suggest a better time as it depends on the v\xe2\x80\xa6 https://t.co/cluo85kldq"""
2628,"b""@janemeneely hi there jane, we've merged the app with the barclays side of things now so they are essentially the s\xe2\x80\xa6 https://t.co/ze8sa3h5kk"""
2629,"b'@timbart60187077 hi tim, it looks like our digital team will need to help you with this as it could be a number of\xe2\x80\xa6 https://t.co/ryew5swjqe'"
2630,"b""@markmcc12345 we have no contact centres in germany for barclaycard uk. if you're at all concerned about your accou\xe2\x80\xa6 https://t.co/gznjkdegyx"""
2631,b'@parkerpmp thank you kevin. you have reached barclays uk here; i am afraid we have no access to barclaycard us syst\xe2\x80\xa6 https://t.co/yy9cxti8f2'
2632,b'@david_k_foster hi david. i am sorry to hear you waited so long. can i ask what part of the business you tried to c\xe2\x80\xa6 https://t.co/ghadasmac3'
2633,"b'@parkerpmp hi kevin, can i ask if this is a uk barclaycard? -lisa'"
2634,"b'@kevbrewin hi kev, sorry for the late reply.  i do want to help and explore this further with the app and statement\xe2\x80\xa6 https://t.co/qpalndc6rc'"
2635,"b'@morgandoods hi anna, i am really sorry to hear about what happened to you during your holiday. this is certainly s\xe2\x80\xa6 https://t.co/wwkfjh0gfx'"
2636,b'@martin_payne hi martin. have you just been asked for id or have we requested proof of income too? andy.'
2637,b'@mattcrompton2 really sorry for the delay in getting back to you. have you checked to make sure your app and device\xe2\x80\xa6 https://t.co/tekf2xdrmr'
2638,"b""@takeawaybear ahh he was fab wasn't he! although i loved a bit of yogi and booboo. thanks nicola"""
2639,"b""@mattcrompton2 hey matt, sorry to hear you're having trouble getting in. can you let me know where you've read ther\xe2\x80\xa6 https://t.co/gj6lg0ivin"""
2640,b'@nnuthouse glad you got that sorted. if you need any more help @bcardbusiness are in the office until 5pm. thanks nicola'
2641,b'@takeawaybear i try not to look quite that grumpy when saying no. :-) seriously who do you think i am? super ted? #bearyhappy thanks nicola'
2642,"b""@itskaysomething if you'd like a call please drop me a dm and i'll be in touch. thanks nicola"""
2643,"b""@angelad47267450 that's great to hear angela. i'll take a look at which jemma you spoke to as there's a few up ther\xe2\x80\xa6 https://t.co/2dvq4nws6d"""
2644,b'@itskaysomething if you have access to the website you can check it there. or if you need us to call you i can arra\xe2\x80\xa6 https://t.co/rqmfvvttkr'
2645,"b""@itskaysomething hi there, due to new regulations we've changed the way you log in to the app. if you need any help\xe2\x80\xa6 https://t.co/lktcxoxsao"""
2646,"b""@riagajjar dm me your postcode and phone number ria and i'll take a look my end. thanks nicola https://t.co/mpqb4etryv"""
2647,"b""@riagajjar hi ria, i'd recommend checking your settings and making sure it's set up to sms rather than email. if yo\xe2\x80\xa6 https://t.co/d0jmqbmtmr"""
2648,"b'@classicdoode @barclaycardnews hi there, if you drop me a dm @barclaycard i can take a look into things for you. th\xe2\x80\xa6 https://t.co/fetbsnamng'"
2649,"b""@jimatrondavis @googlepay the team are working on a fix and this shouldn't take much longer. thanks nicola"""
2650,"b""@composerchapman i'll pass your feedback on to the team laurence. sorry that it's not going to be suitable for you any more. thanks nicola"""
2651,"b""@composerchapman you'd not be able to remove them. by hiding them you'd not be able to do anything unless you went\xe2\x80\xa6 https://t.co/ww74jdj7lm"""
2652,b'@composerchapman hi laurence. you can hide the accounts that you don\xe2\x80\x99t want to see using the \xe2\x80\x98show or hide accounts\xe2\x80\xa6 https://t.co/dzsnt859i5'
2653,"b""@ajmjohns hi alex, i'd recommend reaching out to our @bcardbusiness team, they're available 9am to 5pm monday to fr\xe2\x80\xa6 https://t.co/lykigfk1ax"""
2654,"b""@benks888 hi becky, sorry that you've not had the service you should. if it's not yet sorted you're welcome to dm m\xe2\x80\xa6 https://t.co/icomp5whno"""
2655,"b""@decjhobnobz_ hey, thanks for your tweet, this isn't what i like to hear! could you pop over to dm for me to have a\xe2\x80\xa6 https://t.co/s4pgnelbqr"""
2656,"b""@nnuthouse @bcardbusiness hello, thanks for your tweets, how're you? if you're wanting to get your card blocked you\xe2\x80\xa6 https://t.co/olzb4ptikk"""
2657,"b""@gaztom81 hi gareth, thanks for reaching out to us again. if you could dm me your wife's name and phone number and\xe2\x80\xa6 https://t.co/7x6tofcyjg"""
2658,"b'@fvc15 hi vince, your query and location suggests that you may be looking for barclaycard us. not to worry, you can\xe2\x80\xa6 https://t.co/li8dyhdwoj'"
2659,"b'@paulsfourthleg if you need us for anything else, we are here 24/7.  you take care and have a lovely week.  ross'"
2660,"b""@tabannis ah ok. i am sorry it's not been made easy. with an error code appearing and it asking you to call it soun\xe2\x80\xa6 https://t.co/agwq08nvwe"""
2661,"b'@hellz87 please call our dedicated team, so one of our agents can take a closer look at this securely and check it\xe2\x80\xa6 https://t.co/asnqhyey31'"
2662,b'@hellz87 offers and options can change from time to time.  do you have the app?  ross'
2663,"b'@hellz87 hi heleena, do you already have a barclaycard with us and are you looking to do a balance transfer at the moment?  ross'"
2664,"b'@paulsfourthleg hi maxi, thanks for the tweet and glad to hear you got everything sorted with us.  is there anythin\xe2\x80\xa6 https://t.co/dl4xyvih0q'"
2665,"b""@tabannis hi tom. it should be really easy to do this and you certainly shouldn't need to call. was it explained wh\xe2\x80\xa6 https://t.co/fzgisq8vq5"""
